date,load_mw,renewable_total_mw,shortfall_mw,surplus_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,battery_soc_pct,unmet_demand_mw,net_shortfall_pct
2015-01-01,45346.54166666666,10137.726225490196,35208.81544117647,-35208.81544117647,0.0,5000.0,20000.0,40.0,30208.81544117647,66.61768313719581
2015-01-02,51941.16666666666,17813.743749999998,34127.42291666666,-34127.42291666666,0.0,5000.0,15000.0,30.0,29127.422916666663,56.07772174928686
2015-01-03,46564.75,13698.85625,32865.89375,-32865.89375,0.0,5000.0,10000.0,20.0,27865.893750000003,59.843323007210394
2015-01-04,45082.5,11771.016666666666,33311.48333333334,-33311.48333333334,0.0,5000.0,10000.0,20.0,28311.483333333337,62.79927540250283
2015-01-05,55246.66666666666,7034.054166666667,48212.6125,-48212.6125,0.0,5000.0,10000.0,20.0,43212.6125,78.21759231326175
2015-01-06,55496.5,4309.8375,51186.6625,-51186.6625,0.0,5000.0,10000.0,20.0,46186.6625,83.22446010108744
2015-01-07,60113.0,7090.2875,53022.7125,-53022.7125,0.0,5000.0,10000.0,20.0,48022.7125,79.88739956415418
2015-01-08,61432.29166666666,13075.497916666664,48356.79375,-48356.79375,0.0,5000.0,10000.0,20.0,43356.79375,70.57655277660027
2015-01-09,60808.708333333336,18901.858333333334,41906.850000000006,-41906.850000000006,0.0,5000.0,10000.0,20.0,36906.850000000006,60.69336286126782
2015-01-10,51784.04166666666,19065.889583333334,32718.15208333333,-32718.15208333333,0.0,5000.0,10000.0,20.0,27718.15208333333,53.526436313632665
2015-01-11,48456.5,18922.572916666664,29533.927083333336,-29533.927083333336,0.0,5000.0,10000.0,20.0,24533.927083333336,50.6308278215169
2015-01-12,61913.625,18727.02708333333,43186.597916666666,-43186.597916666666,0.0,5000.0,10000.0,20.0,38186.597916666666,61.677212272204486
2015-01-13,60950.16666666666,16287.377083333333,44662.78958333333,-44662.78958333333,0.0,5000.0,10000.0,20.0,39662.78958333333,65.0741281812191
