date,load_mw,renewable_total_mw,shortfall_mw,surplus_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,battery_soc_pct,unmet_demand_mw,net_shortfall_pct
2015-01-01,45346.54166666666,14554.30637254902,30792.235294117643,-30792.235294117643,0.0,5000.0,20000.0,40.0,25792.235294117643,56.878064668550024
2015-01-02,51941.16666666666,25471.291666666664,26469.875,-26469.875,0.0,5000.0,15000.0,30.0,21469.875,41.33498798319894
2015-01-03,46564.75,19591.333333333336,26973.416666666664,-26973.416666666664,0.0,5000.0,10000.0,20.0,21973.416666666664,47.188950153639105
2015-01-04,45082.5,16875.208333333332,28207.291666666668,-28207.291666666668,0.0,5000.0,10000.0,20.0,23207.291666666668,51.47738405515814
2015-01-05,55246.66666666666,10127.583333333334,45119.08333333333,-45119.08333333333,0.0,5000.0,10000.0,20.0,40119.08333333333,72.61810667310246
2015-01-06,55496.5,6254.791666666666,49241.708333333336,-49241.708333333336,0.0,5000.0,10000.0,20.0,44241.708333333336,79.71981716564709
2015-01-07,60113.0,10179.916666666668,49933.08333333333,-49933.08333333333,0.0,5000.0,10000.0,20.0,44933.08333333333,74.74769739213369
2015-01-08,61432.29166666666,18704.875,42727.41666666666,-42727.41666666666,0.0,5000.0,10000.0,20.0,37727.41666666666,61.41300551080966
2015-01-09,60808.708333333336,27022.95833333333,33785.75,-33785.75,0.0,5000.0,10000.0,20.0,28785.75,47.33820334121552
2015-01-10,51784.04166666666,27297.916666666668,24486.125,-24486.125,0.0,5000.0,10000.0,20.0,19486.125,37.62959470300133
2015-01-11,48456.5,27091.20833333333,21365.291666666668,-21365.291666666668,0.0,5000.0,10000.0,20.0,16365.291666666668,33.77316080745961
2015-01-12,61913.625,26785.70833333333,35127.91666666667,-35127.91666666667,0.0,5000.0,10000.0,20.0,30127.91666666667,48.66120610231863
2015-01-13,60950.16666666666,23417.33333333333,37532.83333333333,-37532.83333333333,0.0,5000.0,10000.0,20.0,32532.83333333333,53.37611874181367
2015-01-14,60946.458333333336,17712.0,43234.458333333336,-43234.458333333336,0.0,5000.0,10000.0,20.0,38234.458333333336,62.734503987448
2015-01-15,61635.208333333336,23901.083333333336,37734.125,-37734.125,0.0,5000.0,10000.0,20.0,32734.125,53.109457865329944
2015-01-16,59642.25,11339.208333333334,48303.04166666666,-48303.04166666666,0.0,5000.0,10000.0,20.0,43303.04166666666,72.60464128477155
2015-01-17,51133.75,6630.083333333333,44503.66666666666,-44503.66666666666,0.0,5000.0,10000.0,20.0,39503.66666666666,77.25556343250135
