date,load_mw,renewable_total_mw,shortfall_mw,surplus_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,battery_soc_pct,unmet_demand_mw,net_shortfall_pct
2015-01-01,45346.54166666666,10137.726225490196,35208.81544117647,-35208.81544117647,0.0,3000.0,7000.0,35.0,32208.81544117647,71.02816280442514
2015-01-02,51941.16666666666,17813.743749999998,34127.42291666666,-34127.42291666666,0.0,3000.0,4000.0,20.0,31127.422916666663,59.92823210234657
2015-01-03,46564.75,13698.85625,32865.89375,-32865.89375,0.0,3000.0,4000.0,20.0,29865.893750000003,64.13841747244429
2015-01-04,45082.5,11771.016666666666,33311.48333333334,-33311.48333333334,0.0,3000.0,4000.0,20.0,30311.483333333337,67.23558660973401
2015-01-05,55246.66666666666,7034.054166666667,48212.6125,-48212.6125,0.0,3000.0,4000.0,20.0,45212.6125,81.83772022444795
2015-01-06,55496.5,4309.8375,51186.6625,-51186.6625,0.0,3000.0,4000.0,20.0,48186.6625,86.82829097330462
2015-01-07,60113.0,7090.2875,53022.7125,-53022.7125,0.0,3000.0,4000.0,20.0,50022.7125,83.21446692063282
2015-01-08,61432.29166666666,13075.497916666664,48356.79375,-48356.79375,0.0,3000.0,4000.0,20.0,45356.79375,73.83216956337432
2015-01-09,60808.708333333336,18901.858333333334,41906.850000000006,-41906.850000000006,0.0,3000.0,4000.0,20.0,38906.850000000006,63.98236546437634
2015-01-10,51784.04166666666,19065.889583333334,32718.15208333333,-32718.15208333333,0.0,3000.0,4000.0,20.0,29718.15208333333,57.38863002356743
2015-01-11,48456.5,18922.572916666664,29533.927083333336,-29533.927083333336,0.0,3000.0,4000.0,20.0,26533.927083333336,54.758241068449706
2015-01-12,61913.625,18727.02708333333,43186.597916666666,-43186.597916666666,0.0,3000.0,4000.0,20.0,40186.597916666666,64.90751901001866
2015-01-13,60950.16666666666,16287.377083333333,44662.78958333333,-44662.78958333333,0.0,3000.0,4000.0,20.0,41662.78958333333,68.35549738720978
2015-01-14,60946.458333333336,12360.679166666663,48585.779166666674,-48585.779166666674,0.0,3000.0,4000.0,20.0,45585.779166666674,74.79643676314252
2015-01-15,61635.208333333336,16695.01875,44940.18958333334,-44940.18958333334,0.0,3000.0,4000.0,20.0,41940.18958333334,68.04583081234009
2015-01-16,59642.25,7889.908333333334,51752.34166666667,-51752.34166666667,0.0,3000.0,4000.0,20.0,48752.34166666667,81.74128519072748
2015-01-17,51133.75,4596.4645833333325,46537.285416666666,-46537.285416666666,0.0,3000.0,4000.0,20.0,43537.285416666666,85.14393217134801
2015-01-18,47487.29166666666,4557.035416666666,42930.25625,-42930.25625,0.0,3000.0,4000.0,20.0,39930.25625,84.08619411333736
2015-01-19,60720.79166666666,1563.6104166666669,59157.18125,-59157.18125,0.0,3000.0,4000.0,20.0,56157.18125,92.48427055806668
2015-01-20,62052.208333333336,780.4479166666666,61271.76041666667,-61271.76041666667,0.0,3000.0,4000.0,20.0,58271.76041666667,93.9076335585693
2015-01-21,61946.125,2068.7916666666665,59877.333333333336,-59877.333333333336,0.0,3000.0,4000.0,20.0,56877.333333333336,91.81741930319828
2015-01-22,62371.04166666666,2145.1604166666666,60225.88125,-60225.88125,0.0,3000.0,4000.0,20.0,57225.88125,91.75072232372797
2015-01-23,61289.04166666666,1315.53125,59973.51041666666,-59973.51041666666,0.0,3000.0,4000.0,20.0,56973.51041666666,92.95872290927484
2015-01-24,53379.66666666666,4845.358333333333,48534.30833333333,-48534.30833333333,0.0,3000.0,4000.0,20.0,45534.30833333333,85.3027213857961
2015-01-25,48534.25,3571.5333333333333,44962.71666666667,-44962.71666666667,0.0,3000.0,4000.0,20.0,41962.71666666667,86.46000848198265
2015-01-26,61786.25,7041.741666666666,54744.50833333333,-54744.50833333333,0.0,3000.0,4000.0,20.0,51744.50833333333,83.74761105154194
2015-01-27,62015.625,8310.977083333333,53704.64791666667,-53704.64791666667,0.0,3000.0,4000.0,20.0,50704.64791666667,81.76108507600571
2015-01-28,63308.958333333336,13331.95625,49977.00208333334,-49977.00208333334,0.0,3000.0,4000.0,20.0,46977.00208333334,74.20277211953285
2015-01-29,62851.79166666666,12430.9625,50420.82916666666,-50420.82916666666,0.0,3000.0,4000.0,20.0,47420.82916666666,75.4486513577245
2015-01-30,61035.0,2977.0229166666663,58057.97708333333,-58057.97708333333,0.0,3000.0,4000.0,20.0,55057.97708333333,90.20722058381803
2015-01-31,52042.458333333336,4454.372916666667,47588.08541666667,-47588.08541666667,0.0,3000.0,4000.0,20.0,44588.08541666667,85.67636280953292
2015-02-01,48098.125,4221.325,43876.8,-43876.8,0.0,3000.0,4000.0,20.0,40876.8,84.98626505710982
2015-02-02,61793.29166666666,6306.5125,55486.77916666667,-55486.77916666667,0.0,3000.0,4000.0,20.0,52486.77916666667,84.93928345781873
2015-02-03,62584.875,3579.175,59005.7,-59005.7,0.0,3000.0,4000.0,20.0,56005.7,89.4875958448427
2015-02-04,62909.125,2038.3354166666663,60870.78958333333,-60870.78958333333,0.0,3000.0,4000.0,20.0,57870.78958333333,91.99108966041625
2015-02-05,62918.833333333336,4505.804166666667,58413.02916666667,-58413.02916666667,0.0,3000.0,4000.0,20.0,55413.02916666667,88.07065584496428
2015-02-06,62154.583333333336,6171.022916666667,55983.56041666667,-55983.56041666667,0.0,3000.0,4000.0,20.0,52983.56041666667,85.24481635170375
2015-02-07,53505.25,9558.15208333333,43947.097916666666,-43947.097916666666,0.0,3000.0,4000.0,20.0,40947.097916666666,76.52912175284979
2015-02-08,49401.333333333336,13244.7625,36156.57083333334,-36156.57083333334,0.0,3000.0,4000.0,20.0,33156.57083333334,67.11675292164855
2015-02-09,62416.75,11563.972916666668,50852.77708333333,-50852.77708333333,0.0,3000.0,4000.0,20.0,47852.77708333333,76.66656319550974
2015-02-10,62023.583333333336,4906.0,57117.583333333336,-57117.583333333336,0.0,3000.0,4000.0,20.0,54117.583333333336,87.2532356643911
2015-02-11,61875.04166666666,1521.45625,60353.58541666666,-60353.58541666666,0.0,3000.0,4000.0,20.0,57353.58541666666,92.69260088040345
2015-02-12,61604.208333333336,1813.0541666666668,59791.15416666667,-59791.15416666667,0.0,3000.0,4000.0,20.0,56791.15416666667,92.18713413112334
2015-02-13,60234.04166666666,4550.71875,55683.32291666666,-55683.32291666666,0.0,3000.0,4000.0,20.0,52683.32291666666,87.46436642623875
2015-02-14,51281.958333333336,5238.597916666667,46043.36041666667,-46043.36041666667,0.0,3000.0,4000.0,20.0,43043.36041666667,83.93470494415271
2015-02-15,47528.875,7566.887499999999,39961.9875,-39961.9875,0.0,3000.0,4000.0,20.0,36961.9875,77.7674361112061
2015-02-16,58873.708333333336,7614.064583333333,51259.64375,-51259.64375,0.0,3000.0,4000.0,20.0,48259.64375,81.97146929621243
2015-02-17,61269.66666666666,2986.1041666666665,58283.5625,-58283.5625,0.0,3000.0,4000.0,20.0,55283.5625,90.22990577175221
2015-02-18,61858.833333333336,5001.35,56857.48333333334,-56857.48333333334,0.0,3000.0,4000.0,20.0,53857.48333333334,87.06514564074655
2015-02-19,62277.458333333336,8793.708333333332,53483.75,-53483.75,0.0,3000.0,4000.0,20.0,50483.75,81.06263702958333
2015-02-20,60733.54166666666,11851.40625,48882.13541666666,-48882.13541666666,0.0,3000.0,4000.0,20.0,45882.13541666666,75.5466158527173
2015-02-21,51859.54166666666,9243.141666666666,42616.4,-42616.4,0.0,3000.0,4000.0,20.0,39616.4,76.39172797677061
2015-02-22,47747.54166666666,6165.925,41581.61666666666,-41581.61666666666,0.0,3000.0,4000.0,20.0,38581.61666666666,80.80335724090509
2015-02-23,61701.083333333336,11427.722916666666,50273.36041666667,-50273.36041666667,0.0,3000.0,4000.0,20.0,47273.36041666667,76.61674295291952
2015-02-24,61904.458333333336,10638.133333333331,51266.325,-51266.325,0.0,3000.0,4000.0,20.0,48266.325,77.9690611944347
2015-02-25,60938.083333333336,5078.91875,55859.16458333334,-55859.16458333334,0.0,3000.0,4000.0,20.0,52859.16458333334,86.74241408971129
2015-02-26,61287.66666666666,8055.185416666667,53232.48125,-53232.48125,0.0,3000.0,4000.0,20.0,50232.48125,81.96181056003655
2015-02-27,61279.375,5753.55625,55525.81875,-55525.81875,0.0,3000.0,4000.0,20.0,52525.81875,85.71533040276603
